artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist,user,artists_song
Elanor Moss,0zyFWHrZsZXBupeqrDkLtz,20.0,[unknown],Citrus,0rm3nWelVeJcFHWgXcSlkx,Sober,0n3WmLarbGxlZsb1QqK2Xk,13.0,0.415,0.138,1.0,-16.392,1.0,0.0354,0.906,0.00046,0.116,0.119,98.062,240133.0,3.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Elanor MossSober
Swirlhood,3SxJ9iKALiy1wy5KhI9q1a,6.0,[unknown],Chip Clip,4ZKuJf17mTzD5SbST58w2e,Chip Clip,1xAJz3kn4Xeq4j9RadADsP,14.0,0.648,0.207,3.0,-12.73,0.0,0.0281,0.915,0.00039,0.0915,0.124,129.843,169227.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,SwirlhoodChip Clip
Davis John Patton,4BXF9pCPS864m8VMjuR4Pl,41.0,"[ambient folk, indie anthem-folk, indie folk, indiecoustica]",A Killer (Or at Least Self-Centered),0mQZq6dZY0JFy7sHXMxRdp,A Killer (Or at Least Self-Centered),7EaF9Qfr3HMxkHf9Q9npAj,8.0,0.549,0.269,3.0,-14.065,1.0,0.0306,0.862,0.0305,0.11,0.284,146.08,297333.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Davis John PattonA Killer (Or at Least Self-Centered)
Sunflower Thieves,6UwPoe3ZqpC4OUuKgIinVW,27.0,[leeds indie],I Don't Know Why,7oqr6xk4na7xIRYihgwsuv,I Don't Know Why,7b2EbQLn9X3jj82BfwMwij,4.0,0.623,0.308,1.0,-13.426,0.0,0.039,0.864,0.0019,0.105,0.187,89.979,204293.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Sunflower ThievesI Don't Know Why
Kelsey Berrington,4a7HcGHizQvERPl32Weo84,5.0,[unknown],Your Love,7sMcsFF5QNDB1BsyoSvntc,Your Love,53EDFhAeCjfLjAJQqYXhZQ,5.0,0.558,0.382,3.0,-14.9,1.0,0.0327,0.644,0.0129,0.116,0.617,83.886,200427.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Kelsey BerringtonYour Love
Sven Ross,2WiTb3ZPchkTg0JjH6MlBJ,24.0,[unknown],The Heartbreak Bird,6nSOxkunntWjzWUJUDweEh,The Heartbreak Bird,6TVJLKqRFUahnjlySOG1EG,24.0,0.662,0.164,4.0,-16.949,1.0,0.0423,0.902,0.000244,0.091,0.285,91.892,229805.0,3.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Sven RossThe Heartbreak Bird
Berlue,23AyLrq18LhJG61d8EjSRY,26.0,[unknown],excuses,6zeT2A7rR0ciks454jnUfT,excuses,3G1LKbpikdkarnPAjcRNBw,7.0,0.55,0.301,4.0,-17.708,1.0,0.0327,0.819,0.00362,0.131,0.372,133.963,227587.0,3.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Berlueexcuses
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Spring 2022,7EkOmEl2NHp6zyXAKCcKLh,Puzzles,7quobNVlCYYUbimucmKGx3,6.0,0.622,0.099,1.0,-18.008,1.0,0.036,0.931,0.000273,0.928,0.136,127.971,192480.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Various ArtistsPuzzles
TMYK,26TIz2sqk0hddRllA09iJQ,3.0,[unknown],Rainbow Smile,2OXz2h7xTGgM86Dv3hw7VN,Rainbow Smile,1fzJWLb78jYpUJ9VihZhrA,5.0,0.677,0.4,4.0,-4.837,1.0,0.0296,0.784,0.000506,0.0883,0.152,120.98,292952.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,TMYKRainbow Smile
Tamu Massif,2kU7oX1Uxv4xalarIEjMpm,28.0,[bristol indie],Old Times,6Ub6Ympxgyntxct4EgrpKw,Old Times,2LpnnVITgcXV3vaQysj37V,35.0,0.648,0.186,0.0,-14.072,1.0,0.0536,0.949,0.00212,0.135,0.377,100.004,274390.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Tamu MassifOld Times
Fiona Harte,5MhqWAoMsPoYzCaFEf6mYs,39.0,[irish singer-songwriter],Is There Something?,6KCT3K1MYF42KH0TRtn5Oq,Is There Something?,3LVn9obQnzaKKuNawhJ2zC,47.0,0.379,0.257,1.0,-12.611,1.0,0.0305,0.927,0.000423,0.107,0.26,169.271,164853.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Fiona HarteIs There Something?
The Accidentals,5JqJWTzD2wSWAp7UmFSP5x,32.0,"[college a cappella, folk-pop, michigan folk, michigan indie]",Time Out Session #2,13X3xXcyWJNbV4uXByaaV2,Leave it in the Dust,1HyJJAVYmB6q3lo71FxFwO,19.0,0.462,0.141,11.0,-14.06,1.0,0.0338,0.903,1.37e-05,0.112,0.273,83.917,199860.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,The AccidentalsLeave it in the Dust
Simen Mitlid,3AE2EXc8hnJxb0AoGf3i2A,29.0,[oslo indie],Channels,3dd3XV5gt0xEgI5Ae57wvX,Channels,5WNny4fcJIgotAAMIFAjM1,8.0,0.618,0.176,4.0,-18.351,1.0,0.0624,0.932,0.0245,0.109,0.329,146.093,195233.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Simen MitlidChannels
Haroula Rose,7AhCTepWX7n4dQFh3Ro3YG,31.0,[indie folk],Happenstance,0IojH8PlPUYpkwr3NwQyS5,Happenstance,0KQt04v6tJ38mBLHCdA1C6,4.0,0.725,0.263,7.0,-11.746,1.0,0.0361,0.872,0.00324,0.114,0.438,119.224,231557.0,3.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Haroula RoseHappenstance
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,42.0,[unknown],What Could I Do,0dgEeZqIH5p1NCan8ynxeZ,What Could I Do,4r90ahSyhNJlMnVhEXUWp1,8.0,0.292,0.296,0.0,-9.573,1.0,0.0364,0.571,6.67e-06,0.182,0.153,79.426,172059.0,5.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Mark DiamondWhat Could I Do
Reuben de Melo,267x7yH33pbgo6NcO9YQEZ,28.0,[australian indie folk],Till It's Gone,2DUzDRj46dtqkixOkd4k7F,Till It's Gone,4YwUqkl7jOtzYmJ0i4qite,18.0,0.488,0.287,6.0,-10.262,1.0,0.0299,0.884,1.54e-06,0.133,0.182,127.889,153200.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Reuben de MeloTill It's Gone
Nang and the Bluebirds,3ABTgTRcs7XdM4EVnwwIMz,3.0,[unknown],Somewhere Far Away,38T9nAGQpScMiPGoIzlals,Somewhere Far Away,6H0CGzt64vvaBGZw8Lwpsj,5.0,0.482,0.441,10.0,-12.597,1.0,0.0259,0.4,0.6,0.293,0.361,152.05,298421.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Nang and the BluebirdsSomewhere Far Away
Lewis McLaughlin,6Th5PnKHXHqchkCl7pXeHz,24.0,[scottish singer-songwriter],Feel The Ground You Walk Upon,5SSg33z7EQjdF8nLdvt3kJ,Hollows,5ImhMHBJsUIbRf06NPgxPY,21.0,0.464,0.148,0.0,-15.099,1.0,0.0461,0.849,0.00241,0.118,0.115,74.11,145143.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Lewis McLaughlinHollows
Jake Whiskin,5OvCTHhlz7qB2JAzc5b0Dq,33.0,[uk americana],Absence,2oFNbvHPWWaEIAzYJliGfW,Absence,1oXNjzF8RrQdo8hxqdKMhK,35.0,0.77,0.201,0.0,-13.216,1.0,0.0341,0.943,7.4e-05,0.0995,0.413,105.3,176880.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Jake WhiskinAbsence
Ethan Tasch,5QeOEXfGjdzdEsUOHODPCw,46.0,[unknown],Sang About It,4mczmDqhr8dVQIQP8mdBJZ,Sang About It,7r6SeYvJXds6JAxpeeISmg,36.0,0.659,0.294,10.0,-11.951,1.0,0.0407,0.887,0.0,0.111,0.536,118.848,133787.0,3.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,Ethan TaschSang About It
12 Feet Tall,3roxONTSduRH5v9xxCs09e,4.0,[unknown],When I Was a Ghost,51072pQczoCBUzX9JCeYjk,When I Was a Ghost,4kNXfxnnFSleSTy0kocaIf,5.0,0.446,0.174,3.0,-14.564,1.0,0.0427,0.918,3.56e-06,0.105,0.225,80.845,180000.0,4.0,Calm Places 🕯️ - A Safe & Comforting Folk/Pop Playlist,alexrainbirdMusic,12 Feet TallWhen I Was a Ghost
Reed Pittman,0Z1UskNOrRKYtaywcvdCYq,25.0,[unknown],Stay Lost With Me,4HntN4qeWYwAD9z85Mr2KL,Stay Lost With Me,38POTXxzriSfhlC8TSwQvf,28.0,0.478,0.129,0.0,-20.799,1.0,0.0311,0.902,1.56e-06,0.0936,0.322,110.172,175091.0,3.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Reed PittmanStay Lost With Me
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,42.0,[unknown],Colorado,4JoaDv9ZL9fcOKWWiQXZBo,Colorado,51wA3vN5wcjnvldisUJk4f,22.0,0.631,0.408,1.0,-11.993,0.0,0.0557,0.749,3.23e-05,0.125,0.336,87.132,164483.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Mark DiamondColorado
Courtney Jean,1uxiw95TAtPSbYhRloCxOQ,6.0,[unknown],Cabin in the Woods,6VbTjtB55Br5Ck85GIpGLY,Cabin in the Woods,27DBQYTctge3q34ZpEHRPP,13.0,0.568,0.309,4.0,-7.467,1.0,0.0449,0.788,0.0,0.133,0.332,103.644,187500.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Courtney JeanCabin in the Woods
Covenhoven,4LIT8mdtAtzP41gXEEyQFG,18.0,[western americana],IV,1bkcyGOxmbsaAqvbuDRItG,Nothing Left to Be,6ZcKVWgrues6PGTaHStwZo,15.0,0.271,0.276,1.0,-15.167,1.0,0.0311,0.842,0.834,0.0794,0.111,99.282,328327.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,CovenhovenNothing Left to Be
Jules Renner,08qI0Io1i1dJMqMYTPjIGr,8.0,[unknown],Shadows,0mZRVdF1Sr4K1vujfYTJo8,Shadows,1OUBoRdBQy2Uyo1IIUqqEN,10.0,0.73,0.192,5.0,-12.542,0.0,0.0324,0.93,0.000556,0.107,0.136,127.914,207061.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Jules RennerShadows
Homecamp,644XMzfIqzpq0Hf77YeDUy,3.0,[unknown],Afterglow,6AJE4XGyDMSjfPLJpObeCW,Afterglow,4YdHxb2Hq6r62KOYnFaoiY,10.0,0.336,0.364,3.0,-9.773,1.0,0.0348,0.557,0.00893,0.0846,0.0399,141.954,230081.0,3.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,HomecampAfterglow
Yehra,3PLqRcOQ0mbGN3mPELPAZI,26.0,[unknown],Magnetic,2HK9pqIJXNIi8FFgkfCPkh,On & On,0raHiQEd42DYiGQju1BRoc,27.0,0.897,0.397,9.0,-10.1,0.0,0.075,0.833,0.397,0.0889,0.556,119.963,177143.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,YehraOn & On
Ceitidh Mac,6r6YPoX4hfknOTw0tV3mWb,7.0,[unknown],Goldfinches,3GPYv5kiiNcNy5husIpWYv,Goldfinches,1t5KgxOPGTI77RCBKLFepP,12.0,0.591,0.268,0.0,-11.273,1.0,0.0322,0.707,0.00609,0.379,0.153,100.94,208930.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Ceitidh MacGoldfinches
Jordan Lindley,5lTAqA42dmnnSAcio6j3th,7.0,[unknown],Pearl,7bpfgZd5piZI3FfC7D7MhQ,Behind the Curtain,1O7Vua0ZrVXBavaEB5zyND,11.0,0.613,0.213,1.0,-17.768,1.0,0.0598,0.377,0.00162,0.119,0.147,117.512,215218.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Jordan LindleyBehind the Curtain
Ollie Dixon,0ac87lEVMlYRektAzRTZRp,17.0,[unknown],St Agnes,3jcy18ewZ77VwnRrYJ4OoE,St Agnes,4ZDCRwVlfE2f2T9jPU8piQ,14.0,0.383,0.511,0.0,-10.564,0.0,0.0326,0.907,0.762,0.0898,0.379,97.979,210857.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Ollie DixonSt Agnes
IXIK,2swveNUs1U58B8rbKsoMAW,23.0,[unknown],Old Fires,6B6o15hPIi64N8IMbQKW7O,Old Fires,1iHOs5LmmBqNdd9hdedS3f,11.0,0.583,0.516,5.0,-8.682,1.0,0.0266,0.237,0.362,0.126,0.147,122.947,195373.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,IXIKOld Fires
Declan Ryan,4uhtAOY9Y8fEbAuUUQMhrG,22.0,[unknown],Far Again,57qbojUp7MEDi5MPVsKvSi,Far Again,2telVUX3CDA5b4Mm8DAZSK,23.0,0.525,0.512,4.0,-11.863,1.0,0.0391,0.877,0.0266,0.379,0.287,86.456,183349.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Declan RyanFar Again
Mohsin Zaman,5bV84EFrcgU2xCZSEuvDAs,12.0,[unknown],close your eyes,0eHIX5Nm9BNeUdNfjtskJ2,close your eyes,0icPxN7Og2bIe1hfGRF6m0,9.0,0.507,0.106,1.0,-16.407,1.0,0.0407,0.937,0.038,0.109,0.225,119.923,185166.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Mohsin Zamanclose your eyes
Mcclendon,6ZZrclkv0EliJYU6MlRkzD,15.0,[unknown],Mcclendon,3ZUt5TIhWHUcwbtaUMrfx8,What I've Become,7q8gBNczpYLBprI0ltWalW,0.0,0.495,0.776,0.0,-8.461,0.0,0.0576,0.164,0.0257,0.328,0.557,93.984,210003.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,McclendonWhat I've Become
Cole Alan,5MpBW7jgxywEGw1Bayvhfh,24.0,[unknown],Ghost Town,4RFq1an50pttEfEnF8ERyE,Ghost Town,1Fua0VZCnbznbxZBn7N7yZ,33.0,0.683,0.446,6.0,-10.09,1.0,0.0552,0.741,0.000788,0.099,0.391,100.978,186250.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Cole AlanGhost Town
Philip Jonathan,4I4JC9VuNvIQZrfyFKN4qE,15.0,[unknown],"I, Hope",4lorLMtcbXrPCX7HRUFnR2,"I, Hope",5cIi7Toz5nO4KaKwdXsRgl,11.0,0.557,0.463,9.0,-11.574,1.0,0.0304,0.804,0.0227,0.112,0.0816,107.892,254250.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,"Philip JonathanI, Hope"
Harry Keyworth,0SIOzVNMDeMLkE3mRcIDf9,14.0,[unknown],On + On,5eiBRN7QnpByTvYgQ6sQBx,On + On,7HenQe6d6BqbfHBVbnDOpW,9.0,0.535,0.543,6.0,-8.839,0.0,0.0289,0.176,0.00569,0.164,0.0487,91.888,211304.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Harry KeyworthOn + On
Umair Ali,7lMOrU8n2Q6m9j74CtTPBs,10.0,[unknown],Take Your Turn,2WZnTtOIz6YawtLj8E2AFN,Take Your Turn,1IPDQby1evDO1L3xEQId0d,16.0,0.505,0.179,9.0,-14.826,1.0,0.0368,0.924,0.112,0.102,0.18,62.309,256500.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Umair AliTake Your Turn
Matt Gombau,5eMsoVEuVO0uVejl59O4mj,4.0,[unknown],Breathe,0b3Va6fHTFAptchyC5USHQ,Breathe,7wuKiciY3tgGftEyC7fl69,9.0,0.593,0.373,4.0,-9.321,0.0,0.0282,0.487,0.000161,0.0909,0.11,93.033,226724.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Matt GombauBreathe
Mathias Gundhus,6PURFnZQmtTtjlraMNaHW7,14.0,[unknown],Now Would Be a Good Time,01wZ8rHrwrHjttMRhOGh2H,Your Return,2mEKighM7TIAr5sIOmlNR8,16.0,0.267,0.478,3.0,-9.51,1.0,0.0344,0.48,0.00327,0.118,0.257,152.854,254600.0,3.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Mathias GundhusYour Return
Zanna Black,5KdiJ37azBaQmShruNhymd,6.0,[unknown],Sparrow,108wdeU0jKiqDAzQgUdDhQ,Sparrow,62qzUXRsIVA5Omwsa9xyTU,15.0,0.615,0.384,5.0,-9.47,1.0,0.0272,0.647,0.00164,0.0722,0.414,139.901,265668.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Zanna BlackSparrow
Christian Sparacio,5q5G8bzQnSGXVQx1SI35oO,15.0,[unknown],Suburban Movie Song,09ExCeNSW0kyzejA8gXydX,Suburban Movie Song,1BxRAjR6Nswpvgl7BOINSj,12.0,0.579,0.542,11.0,-11.331,1.0,0.0291,0.545,1.1e-06,0.125,0.568,144.971,205236.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Christian SparacioSuburban Movie Song
SHEAL,5D0whXpexueeiRZqZS2lGr,6.0,[unknown],Courage Again,25EvFohd4SDIdrCKmW0ult,Wasteland,7jhxxdlkVyuOuOqYQsilZy,8.0,0.438,0.352,9.0,-11.022,0.0,0.0346,0.71,0.00338,0.0926,0.118,91.153,212077.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,SHEALWasteland
Nadiiife,23ywNErOfqr9BKy7WVe3Vc,31.0,[unknown],What We Leave,5oLtzU6hU8U7o3LjlMsT6y,What We Leave,1YqGmvUELMeUs5YLTYxmZg,18.0,0.479,0.331,11.0,-14.673,0.0,0.0304,0.852,0.000276,0.0998,0.174,105.016,255218.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,NadiiifeWhat We Leave
Antony Hurley,4h2z7kgeWvrd7BpFjueFtC,15.0,[unknown],Weigh It In,49f9eXmMeY3koMIPQcKYb5,Weigh It In,7tC1AY5kQuM6QGG1Ebo7oc,7.0,0.277,0.151,9.0,-17.551,1.0,0.0302,0.936,0.672,0.109,0.0631,107.729,203533.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Antony HurleyWeigh It In
Collective Music Society,7vZIUoJ2YJCZIOIzY0XfQW,16.0,[unknown],Paris,76pAypOwDHK9I4zbRvyVKL,Paris,49gLb9yeTqC09vNWcFral5,16.0,0.449,0.0477,9.0,-19.979,1.0,0.0373,0.906,0.0,0.121,0.37,116.914,185433.0,3.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Collective Music SocietyParis
Lewis McLaughlin,6Th5PnKHXHqchkCl7pXeHz,24.0,[scottish singer-songwriter],Wolf In The Woods,40PJNl3yDbgxyGinZ80yKU,Wolf In The Woods,4mdfRwO6Fqis28Z8WqffLz,8.0,0.545,0.517,8.0,-8.279,1.0,0.0298,0.638,0.272,0.114,0.196,97.107,353825.0,4.0,Into The Woods 🌲 - A Mysterious Folk/Pop Playlist,alexrainbirdMusic,Lewis McLaughlinWolf In The Woods
Enslow,6QUvhaW4ZYtjGPlSf40PIB,4.0,[unknown],Brandy,6GRzCxboICmuVJtNa3otGf,Brandy,259vnTj6KgRbAvInsUHOlD,6.0,0.558,0.588,4.0,-9.801,1.0,0.0365,0.113,0.000266,0.0914,0.609,120.013,197632.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,EnslowBrandy
Mountains Like Wax,4iBgZj2iXqrO2P14cKiwtn,9.0,[unknown],A Lover's Plea (Act II),5KX9fEOBJc6Yr3sojF73Mp,A Lover's Plea (Act II),23SHnRjK0bdPpdw8FKrLpb,6.0,0.584,0.471,10.0,-9.043,1.0,0.0294,0.519,6.4e-05,0.139,0.326,123.011,298840.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Mountains Like WaxA Lover's Plea (Act II)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Rock/Alt Compilation - April 2022,0QfMnJ7Y0gqUlW0hjY6lDy,Care More,2892akrxYDaf5cSp6d7Ds9,1.0,0.672,0.659,3.0,-8.025,0.0,0.0313,0.0129,4.06e-05,0.231,0.608,127.048,187730.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsCare More
Lo Moon,2XcWfmG3wclCLfTJb7mFeg,39.0,[la pop],A Modern Life,7pvyFbfqAn806uiltQVpqt,Expectations,0szn6KlDyizhkoPL62782A,32.0,0.546,0.892,9.0,-5.818,1.0,0.0415,0.00178,0.286,0.305,0.488,157.007,230227.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Lo MoonExpectations
Foreign Air,5ApQnMT6oR8eLguf24xb9S,55.0,"[charlotte nc indie, electropop, indie poptimism, modern alternative rock, modern rock, rock, vapor soul]",Why Don't You Feel the Way I Do?,6AiPgD5aPv6Zt2WrT6jKln,One More Night,6kqMaKmXXfT5qh8GRfBL7b,12.0,0.604,0.662,8.0,-6.475,1.0,0.0259,0.00236,9.45e-06,0.074,0.672,145.965,195616.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Foreign AirOne More Night
Limón Limón,4MVAkLAHeIy5ZmDgonbn70,32.0,[unknown],Weird Vibes,1MdjsJbtNh116k1ZmaMX0B,Weird Vibes,1jyp4dDEToYuNHPbiVryt5,15.0,0.726,0.669,0.0,-7.867,0.0,0.0295,0.00573,0.377,0.0538,0.967,113.003,190422.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Limón LimónWeird Vibes
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Rock/Alt Compilation - April 2022,0QfMnJ7Y0gqUlW0hjY6lDy,Congratulations,1cpy25MQ5rVhblLKheHpgT,1.0,0.684,0.611,2.0,-8.215,1.0,0.0633,0.264,7.17e-06,0.982,0.819,119.935,189698.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsCongratulations
John Mark Nelson,7JhOzFlNJjcRrFan1wlwYB,46.0,[minneapolis indie],Bright,33puPXl12b0sfOtkxm50dV,Bright,1yDTovOyafSCVEuaXAfDCd,32.0,0.606,0.489,5.0,-10.167,1.0,0.037,0.02,0.00499,0.116,0.552,95.009,160689.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,John Mark NelsonBright
Berlue,23AyLrq18LhJG61d8EjSRY,26.0,[unknown],trying to tell you,2RhcQgeeJXaihVJDyvB8vc,trying to tell you,41G7kWgof5jMztkcioq4iI,7.0,0.602,0.669,2.0,-6.715,1.0,0.027,0.013,6.77e-06,0.14,0.648,140.009,223286.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Berluetrying to tell you
Meltt,2iHrc69sZgyWFBAhLpS3oH,46.0,[unknown],Only in Your Eyes,3Agu2Lfqz8EnJHq2BUuHDt,Only in Your Eyes,2Ve8jt3csQx5S2q4QsMoyJ,25.0,0.712,0.593,1.0,-6.56,0.0,0.0293,0.147,0.746,0.1,0.868,115.002,207774.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,MelttOnly in Your Eyes
Philine Sonny,5NXT9hOfNLjOMnXqCqzR2t,39.0,[unknown],Lose Yourself,6EPKiDuqrK10hTrOt8KTAQ,People,4FZ8xLFW2DjqhlJtPoTLRf,19.0,0.331,0.614,10.0,-8.178,0.0,0.0555,0.021,0.000108,0.104,0.105,82.934,221280.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Philine SonnyPeople
Crystal Tides,5a94ihfgkkItCundHIPxP4,23.0,[portsmouth indie],Honey,0CV6bKxdpGsfim5ivxKKSc,Honey,0ighGqqk2uCRqcDUAbQHkv,0.0,0.365,0.777,8.0,-5.795,1.0,0.048,0.00232,0.000208,0.148,0.502,157.982,205160.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Crystal TidesHoney
Reeves,2JNMEYFrgc7ZuexiBNifoT,4.0,[unknown],Rearview Mirror,1KobqW2uQgJlF09CM6b4rp,Secrets,13HRJgNIbb5yPKyc1VQX7u,5.0,0.485,0.606,9.0,-6.793,1.0,0.0461,0.223,0.0,0.193,0.639,180.123,183137.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,ReevesSecrets
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Rock/Alt Compilation - April 2022,0QfMnJ7Y0gqUlW0hjY6lDy,Miss Lonely,1vLB9R5BZkie3hwQ8w7JLf,1.0,0.575,0.544,9.0,-7.212,1.0,0.0284,0.108,0.0309,0.4,0.47,77.989,255535.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsMiss Lonely
almost a.m.,4Z2wzyq0l5fihW1OrsGtMt,14.0,[unknown],Dim the Night,44GoDD2YN2DsfSqvl8D6oi,Mitigate,23QWGUS01Xnyqqnudgz5w3,20.0,0.612,0.489,0.0,-9.768,1.0,0.0392,0.0177,4.49e-05,0.0537,0.367,139.953,282130.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,almost a.m.Mitigate
Carver Commodore,0JYBvQbg4xyCfKy1S5YGpU,30.0,[unknown],Fantasy,0Y5ZtZzDkgiKwTYNgzTN7D,Fantasy,2qgtPpVM2JHj5SVGpZXbkh,3.0,0.659,0.812,2.0,-7.382,1.0,0.0313,0.0476,6.69e-05,0.202,0.487,118.975,183649.0,4.0,Indie/Rock/Alt Compilation - April 2022 (alexrainbirdMusic),alexrainbirdMusic,Carver CommodoreFantasy
