artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Indigo 21,13eBQIsBTeywZYYSqdrF3Q,0,[],Forlorn,4b7FWuvBlx1G2shptWgWAl,The Infidels,2iQrs4IHxxeZrz18MXxUPY,0,0.453,0.551,9,-15.22,1,0.0343,0.00393,0.649,0.272,0.363,167.941,170500,4,Best Rising Alternative Rock
but not today.,0g6ZQfZGyI4Be4qIx6AVG6,0,[],*в своей голове*,7zWGhQ1gE3gaHSTiMsBjFL,*в своей голове*,2Zvi0JSwZNLA6f0IkQVRun,0,0.485,0.93,4,-6.158,0,0.0335,0.000231,0.568,0.152,0.404,133.065,204586,4,Best Rising Alternative Rock
Oreja the Band,5UxG7q3ipzVHQ1O88kBHrn,0,[],Linear,3y0ruQ3a24hcwfrvFLTjLA,Linear,0AoAmTUPahfqHMPB7kGD7B,2,0.456,0.744,2,-7.978,1,0.0321,0.0199,0.0497,0.111,0.447,119.996,555391,3,Best Rising Alternative Rock
Dirty Swede,5896QQy0tqRP0dTfHaTPX3,0,[],I've Had Enough,5uKOoFGj55yU7kCjpXXO1D,I've Had Enough,4YMH16zCgDXkplChII65zj,0,0.606,0.827,5,-8.309,1,0.0392,0.00904,0,0.755,0.213,120.009,235000,4,Best Rising Alternative Rock
Wrené,27lSkxdznvHgOqlyPcROcf,4,[],White Walls,05cM0zEfm2kQmzutdJ5PFC,White Walls,3dp6DEcs2ruOQax3jhjxJk,3,0.392,0.266,8,-12.562,1,0.0311,0.173,0.0546,0.123,0.032,137.827,370204,4,Best Rising Alternative Rock
Tony Z,44OiXiN2wAuOyUcC4pKJv3,20,[],Can't Give Back,5lmQQJ5K4m4GqrmVGSjOkq,Can't Give Back,0QGYpv5J4fiA72cz3LgyaH,27,0.559,0.781,0,-4.434,1,0.0322,0.000726,0.00786,0.124,0.502,103.043,188667,4,Best Rising Alternative Rock
"""T""",0F1AL554KfPKcue31FNlJQ,1,[],A Common Dream,3z6xxXsDkCYzg9s7EtfMe9,A Common Dream,5BCuyO1bkBJLFXmAhuSBeY,1,0.387,0.667,6,-8.111,0,0.0763,0.106,0.00118,0.147,0.502,126.341,442763,4,Best Rising Alternative Rock
STUPASTAR,71h0fzVRokeVKgpggHR4O6,4,[],On My Own,6e8OtwjCBlKrnkYlTcx0M6,On My Own,2Ngde1H9LHkUA2xRrxslfD,0,0.575,0.896,0,-4.477,1,0.044,0.00946,3.03E-06,0.0605,0.621,99.879,221500,4,Best Rising Alternative Rock
Astraya,0Yflyf1DPHA1YJSWQYdHXB,8,[],Dystopia,6VB82SmdC4UBJ98HY27GKK,Dystopia,5I5WvrbYVF1TyLIbrVTCZG,13,0.365,0.714,9,-9.637,0,0.0338,0.000144,0.0301,0.263,0.251,129.924,335000,4,Best Rising Alternative Rock
TheWorst,2eTaVdGyOGaVUFxrT90icX,13,[],Yes Regrets,4zyo9oErLWGqT500VXZJiQ,Yes Regrets,3ubqXFr6mYVOKRCEVv9pD0,21,0.533,0.771,9,-8.522,1,0.0363,0.0469,0.0447,0.0893,0.432,133.013,296533,4,Best Rising Alternative Rock
BATES,1x5kPhR5KKM4tbaqBrQSgj,15,[],Catalyst,5K3DJh0yhLBz8FdTeXtoOd,Catalyst,411hlqLAKF0lZ567NmsDTt,27,0.371,0.968,2,-4.905,1,0.134,0.0157,0,0.118,0.334,150.246,247000,4,Best Rising Alternative Rock
Shivar,3PxXprTqU2XCcSEWqfHZKA,3,[],Astraia,5oLSeMyOgT2yvT7W3jK3GY,Sunburned Heart,09pH0vWFbCTpnvmXI2rn8C,6,0.368,0.859,11,-2.143,0,0.047,0.108,0,0.156,0.169,120.064,240000,4,Best Rising Alternative Rock
Devil May Care,7i4fpNdyHzYPX3TFjEqKll,30,[german post-hardcore],Divine Tragedy,2gl9aNQuTgeVZAwOi3gLpI,Painter,3om4v7vkREGtNvQ2dCKAFK,14,0.497,0.927,0,-4.893,1,0.0552,0.000201,0,0.717,0.354,140.07,193739,4,Best Rising Alternative Rock
Anemos,5Q9ODfKgSjjPhk5xpm1okF,0,[],NINA,4KAzgxOriyzqwZw0HtBEzC,Gazing the Sea,0cCEYcIwAMlaDOS3E2SNqc,0,0.486,0.722,4,-8.301,0,0.0296,0.331,0.0315,0.328,0.262,85.012,169412,4,Best Rising Alternative Rock
Chelsea Lynnette,07R09kFdXmgukJJvOfmYZG,0,[],Man Behind the Wall,4V5dYUQBOnovAI10gRfO46,Man Behind the Wall,1OcxGjyLucEOpsxrvLXwhj,0,0.405,0.323,0,-14.4,1,0.0327,0.927,0.0424,0.339,0.0601,109.955,334368,4,Best Rising Alternative Rock
Spencer Maybe,0eYOgv2ApO1qYfkSagFVPd,1,[],Wait and Patience,6TrQGT1pyvzHJgROL0ZJQN,Monday Morning,7DpuqaJcgM5g90kyxJBk0t,0,0.534,0.732,1,-9.148,0,0.0848,0.314,5.67E-05,0.279,0.579,170.003,276557,4,Best Rising Alternative Rock
The Stonks,7LhVKEOY7azHeJXa3CAIb5,0,[],Vortex,4PH16H8a0gXQouIvydBt3Y,Vortex,5PimhV9B0HED9umetj08tV,1,0.565,0.309,11,-11.921,0,0.0293,0.577,3.51E-05,0.154,0.159,77.045,235819,4,Best Rising Alternative Rock
Eleanor Collides,25BX6Xni6D9YdDmS4UhK34,16,[],Del Rey Sunshine,6YFrcdv3M3LQbMXyK77hpR,Del Rey Sunshine,0wuRvi6Fwt8hNlVlb7xnXi,5,0.397,0.434,2,-13.976,1,0.0308,0.177,0.405,0.264,0.529,134.97,228000,4,Best Rising Alternative Rock
NÖ ÖNE,7pR3t32dUB48dDIuiJmjQ7,2,[],Anvil,6IeOWoXU7pyXyWzgkNF7Tt,Anvil,6O5o7zEnfiGQBO1UdKKuhu,0,0.565,0.304,10,-12.129,1,0.0309,0.272,0.661,0.121,0.0766,113.034,327146,4,Best Rising Alternative Rock
Tago Mago,4jccI25PqKPNcD95vHMpaS,5,[],Tago Mago,1Ql3WrilBgpwBpSw8etKy5,Patch My Heart,6s1ZyzzJsjx6a4UABI76J1,1,0.406,0.64,2,-6.827,1,0.0294,0.00159,0.0184,0.0645,0.184,149.874,302878,4,Best Rising Alternative Rock
Ink On Water,1UOIQAuhXTHJHxT9znsrmP,2,[],Go and tell,4jRKcuUsdOoLJNPqxAlhlV,Go and tell,6rWEVU8ZXkaFx9aaAJioPr,9,0.291,0.953,1,-4.252,1,0.0702,0.00412,0.00581,0.101,0.737,200.021,197880,4,Best Rising Alternative Rock
Joker's Hand,6G7UZ6ZZOsaic31p0hUT8d,24,[],All-American Rage,3onih4dGVLe6w8a1B6D8S4,Devil's Nest,0Y1hs9dRZOvKxj7IkPuFMe,9,0.464,0.929,11,-4.408,0,0.101,0.00702,0,0.398,0.417,174.168,157539,4,Best Rising Alternative Rock
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],People Are Strange,4CBxpTwIVuoQJRfAHd3WlZ,People Are Strange,6sxd0MTHKroKqGKT0Bgfdr,1,0.59,0.396,4,-9.903,1,0.0289,0.0138,0.000764,0.0795,0.27,82.008,202999,4,Best Rising Alternative Rock
Undercover Pangolin,36fZLSRwthHwaUJv53QeA7,8,[],Breath To Take,23u8FTsfkX4ivGWnsi5iyt,Breath To Take,3NqYmtsTZdaoQ6Vvgg1kN2,6,0.594,0.882,1,-5.983,0,0.0451,0.00213,5.86E-05,0.118,0.429,145.015,215249,4,Best Rising Alternative Rock
Charlie Smith,50abKbBejLKyBTQ3OLkT26,27,[],Not a demo anymore,4Inwywascb0o1xJ1xBP8cy,Take from thieves,0Kf77pO7FDIMmVOdCxGC8K,2,0.62,0.316,0,-14.53,1,0.135,0.632,0.00119,0.105,0.924,142.562,72137,4,Best Rising Alternative Rock
Lindsey,7AGNoH8t3C2OzZOeJYswMB,0,[],Save Me,1RpC6qcITowLKzh1qX28gP,Save Me,5xtIs2W7jnfG0LpBhpg9Oi,1,0.631,0.571,8,-8.884,0,0.0453,0.00087,4.97E-06,0.0623,0.605,133.974,222537,4,Best Rising Alternative Rock
Pijamapaul,2WdCRCaLnVSIqGAaVVuVSG,8,[],Vida y Vida,1mQbKQBFd7sfDb9faj32R2,Vida y Vida,1RYGKjaDFrnh1JZ8im3ZJK,12,0.833,0.315,2,-12.271,1,0.0425,0.516,4.01E-05,0.231,0.572,106.007,137553,4,Best Rising Alternative Rock
Kanban,47Pzhll9mfv6bQrNm2QGE7,4,[],I Should Have Known,2DoQJyAv5P8TAV7xbpfMTV,I Should Have Known,1UJePbK6ZggXteQeqN7rCc,4,0.538,0.618,6,-10.571,1,0.0377,0.179,0,0.0639,0.616,110.36,213455,4,Best Rising Alternative Rock
The Links,2TFSpXVPNjJAFyFbzitt3c,2,[lafayette indie],We Got Time,3uYspMjtkdoZVk4ITia3EY,We Got Time,7D20RS8ws3CCG5tldAx0OL,1,0.294,0.921,4,-5.396,0,0.113,0.0317,0.00143,0.128,0.355,168.278,226621,4,Best Rising Alternative Rock
The Parasocial Club,27BRKOCYr31SxbHnXBg7Pk,3,[],Choke,2lVtwJRjfCfkHZlzRQrHgl,Choke,2K1n7cEvZuPY1iJaIn3ioQ,1,0.37,0.958,5,-4.078,1,0.198,0.0133,3.28E-06,0.108,0.195,164.013,216812,4,Best Rising Alternative Rock
Hope Darling,1SyIewURAwfxwMLlHhUgvE,2,[],Enso,2u0N8cd3wMOUZJp6BzLP3Q,Lifeline,6KPUw0kTe04itIqkf8orOL,4,0.456,0.941,0,-1.87,1,0.0542,0.000718,0,0.113,0.218,135.958,211987,4,Best Rising Alternative Rock
Katmaz,4Dftsi4jmHTG1FVqugzP1h,6,[],Tell Me How Great You Are,3psdIH7eEAKJxkQKoX2NBp,Glacier,2s1xFB7R7I1zna3Q54AqGd,1,0.573,0.762,2,-12.619,1,0.0478,0.00867,0.798,0.151,0.434,179.995,269360,4,Best Rising Alternative Rock
Honeymoon Club,3Gc4a9WFkFwTjnsfOrBJWK,4,[],Rental Car,47GGHUjiMVflJ5TyopK5ge,Rental Car,0tgqGixZxcb2pMIs9hTLro,9,0.214,0.522,1,-8.415,0,0.0308,0.000967,0.00165,0.123,0.344,198.268,264198,4,Best Rising Alternative Rock
Alex Julia,7CsdJbKzU3jljwWjBuQ3pt,2,[],Skin and Bones,0wMz9vmu33xcOt3g0vMFSH,Skin and Bones,2QTnvb7ITMIzSRjKL4IGt1,4,0.588,0.561,7,-7.206,1,0.0245,0.024,0,0.369,0.344,105.983,184953,4,Best Rising Alternative Rock
Bill Callaway,4UAPnbuKuhvGjbHmaLJALB,0,[],The Garden,28RjcAYRfy40yRWTJ3CQK1,The Garden,6wkEhhSWNhIYVjfOz0rmlv,0,0.816,0.254,7,-17.3,1,0.0444,0.853,0.209,0.201,0.788,110.047,104318,4,Best Rising Alternative Rock
Nova,3nntg4Yxj53ZUfSrJq85MA,2,[],Love on Top,3HgotUtJswvDSGGuZIbNEt,Love on Top,6IVsPasFWiZP2qDkKJmxZf,6,0.569,0.936,11,-6.964,0,0.0386,0.00997,0.00114,0.292,0.728,127.407,212000,4,Best Rising Alternative Rock
Kat Farley,7FDvSNqPqTyvaRCarX4mdB,9,[],Whirling Words,4uwzXmtQ1MySQafzQze4XJ,Whirling Words,5o86PVThfyjcLZnRddJc7H,18,0.694,0.601,7,-11.402,1,0.0271,0.165,3.24E-05,0.196,0.751,121.797,232561,4,Best Rising Alternative Rock
GOATSCAPE,2AkKU4rC5LRt70mE46Ptnw,10,[],Iugis et Vallibus,5oZD1AR99nLXxjCep0CEaU,Losing My Mind,4WZplnW0XXvBrTSVjD1dmF,4,0.364,0.904,8,-4.807,1,0.0628,1.40E-05,1.41E-06,0.0722,0.547,175.978,202080,4,Best Rising Alternative Rock
Jean Orange,0VRZ7q7mrabc5TUliLx5I1,13,[],ITCHIN' OUT,5eBXt653WG0LVMuG8D5Dlc,ITCHIN' OUT,2oJwKr3y8aAKo1j5YApHVM,23,0.85,0.536,9,-13.958,1,0.0419,0.0634,0.831,0.137,0.475,116.964,124317,4,Best Rising Alternative Rock
ZIGGY SIXX,5eospvEYsSN6QX1cR4WQJp,17,[],NIGHTMARE,61ZqTmYKTFUh7SDBUDtyS7,NIGHTMARE,4qTJZpmY90YhoA6vfatUqe,24,0.493,0.614,1,-7.737,0,0.0333,0.00468,0,0.126,0.194,135.822,268596,4,Best Rising Alternative Rock
Renée Catrine,316PT9Fw0iqSDCRGWkCEcH,5,[],Nashville,05YF9gGPLnrr303TbsosXR,Nashville,5OyOLtIfy48nnUf5UgHN2q,5,0.549,0.499,8,-7.585,1,0.0284,0.328,0.0044,0.106,0.192,119.916,244640,4,Best Rising Alternative Rock
Belardo,6Vxvy9iUd8L4W9TxG2oKm9,1,[],90s vibes,6zAAOgMRFvgTKN4F4Hk9Yv,90s vibes,0ivv415oAqBFEMzOmA9hZL,4,0.508,0.592,11,-11.304,0,0.035,0.0103,0.0375,0.121,0.402,159.938,276362,4,Best Rising Alternative Rock
Geno Samuel,2HDfNNsy8R8DSDOZ34xzMb,28,[],Shadow People,3nfuqb6V7f9TcTWKDy4Nrc,Reindeer Alley,2wTFL2acVbnEVAoFkyPo63,14,0.628,0.82,0,-10.987,1,0.0318,0.0987,0.00202,0.168,0.76,149.981,233200,4,Best Rising Alternative Rock
Araya Charles,0TLl2ltnDdfbZxHwrztI0O,5,[],Oizys' Curse,49a79NDNA9fD5E3erOnfhY,Oizys' Curse,1wTRz7FnGSMqemxY2hgMyi,4,0.379,0.331,6,-13.787,1,0.0304,0.719,0.032,0.124,0.189,155.602,169651,4,Best Rising Alternative Rock
Mike and Mandy,1jj0HHbYHYZ7sVnLL4iZpr,13,[],Ash Rain,7BwLTl2DSDKcJ9IchIW9QT,Ash Rain,3zrhyxs5WvU0grsNjIdOBi,4,0.444,0.464,9,-10.884,0,0.0344,0.00325,0.0429,0.286,0.383,78.57,260303,4,Best Rising Alternative Rock
Cameron Lacrimosa,22Ipg2C4RwHfjLxOSIDyxO,1,[],When i was a kid,4KBxlBBG0M6bmZmHBn08Fy,When i was a kid,4pf43SK8VDkcsSz6HGKewu,6,0.403,0.456,4,-12.686,0,0.0426,0.568,0.00402,0.0917,0.0845,99.999,269322,4,Best Rising Alternative Rock
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Boom,78SGN0FqmM71EIgNPxAVY6,I Gotta Rock You,35rCCJ742KwbJ0YilJHB2w,0,0.863,0.33,9,-6.313,1,0.0342,0.771,0,0.116,0.579,94.901,246100,4,Best Rising Alternative Rock
Jonjo Yano,10POfoLB1sadT4ucughbTb,11,[],WE NEARLY THERE,1vVknT8iBFDbj9gZgOiJaG,My Lifestyle,3JPZDmvyz82a6L3IilJYku,18,0.591,0.501,5,-8.895,1,0.0268,0.0827,0,0.115,0.178,110.027,200727,4,Best Rising Alternative Rock
CRISTIO,2SInwoJGPfMCEy5v50i8Tj,0,[],PUER,6mwF75DrDNxd7ZvkS7j7iu,LA NUIT,12jkrh4rpv5AU97BDZ7Jzw,0,0.575,0.688,2,-7.929,1,0.028,0.24,0.85,0.0947,0.154,100.003,202617,4,Best Rising Alternative Rock
Alexander Joseph,6mKG3qBCVYOgF6UcpWQnPw,14,[],Waiting for You,2rHr8wvqCVYJqglRHyCVI6,Waiting for You - Acoustic,5uTZ9wp9y1nBO54uIMt8ah,25,0.633,0.408,8,-8.168,1,0.0274,0.48,0,0.201,0.24,106.948,213295,4,Best Rising Alternative Rock
Yung Geeza,5H9CjqDKD1lx6PubNNJBPc,3,[],Heartbreak & Passion,46BTQhYDAmTW74XJjB6A0I,Lost My Love (Intro),2qg4UMNGcjZXpeiP6kgemW,3,0.544,0.541,4,-6.262,0,0.0457,0.343,0,0.174,0.255,80.261,59770,4,Best Rising Alternative Rock
Poolhouse,39xTxKuPXu1TfS06onbNVK,18,[],Parents House,0hUSERQKhINDsbE0r7zRjO,Parents House,1MF3YEYOORLgvIiljQAg59,9,0.722,0.832,2,-4.551,1,0.045,0.167,0,0.497,0.756,115.995,182533,4,Best Rising Alternative Rock
HD Bradley,5naX8lmUwBCrBURPoYsU0r,24,[],Little Secret,2smLX9yoeOC293h27VQG6h,Little Secret,5D53YRuERfCqF5bUPkMcZh,27,0.581,0.752,10,-8.404,1,0.0363,0.0585,0.031,0.104,0.417,165.013,221091,4,Indie Rising
Genetic Effects,3bpUwdBbGy0HkionEEPyVh,26,[],Aminal Prisms,2mkqDP0jcZvpI7VDTfIpaX,Gameplay Knuckles,6l6fd80RCYbx9yvAAcqzGo,17,0.559,0.563,9,-10.691,0,0.027,0.422,0.964,0.0897,0.397,136.018,252520,4,Indie Rising
OrangeG,2EcVsFpEUqXNGzXKKAg0LI,19,[],Look Both Ways,77s4NQWXkfjWPticVzDTC1,Look Both Ways,2u8daEfAyBUvHW2I5Hb6f3,12,0.439,0.564,9,-10.718,0,0.0346,8.51E-05,0.00101,0.187,0.264,132.696,335539,4,Indie Rising
Jon Ley,7aFb457W37LaWfYqZjE0fW,19,[],Press Start,67THCvFnPD8DfBUHeq0dXi,Somebody Has To Be The Villian,72pAIhnTLKL7yWfHectvRZ,16,0.682,0.282,5,-15.68,0,0.0337,0.277,0.877,0.104,0.433,120.033,286000,4,Indie Rising
Alessandro Pinto,5yuQDwj3SQdwdOe0xR6R0G,27,[],Deep Space,7jSrWJSdtY5za6ZwCCYWik,Sirio 51,5fz665tdX7NQtDT0AzEH46,31,0.517,0.244,0,-18.874,1,0.072,0.0951,0.326,0.0538,0.148,114.982,214000,4,Indie Rising
Roberto Lattanzio,6RQ5lmwA3LYyKw0butolNu,26,[],Save Me,6N8kb1QXWUwrKTPoo1YwT6,Save Me,1hprFGedjBRpb5rXKuuAVw,12,0.72,0.552,0,-10.298,0,0.0795,0.137,0.811,0.0845,0.965,90.987,384782,4,Indie Rising
Gina Wood,10MZlbHKE0RGk5zJMN0XQC,15,[],Brain Fog,5pLwiJq8wgFVlGwzgzCPxO,Brain Fog,1ebs2qa8oC68DTEkD0BxAI,16,0.543,0.431,9,-15.575,0,0.0323,0.131,0.879,0.12,0.258,126.99,273956,4,Indie Rising
Dolly Demeli,62iOQq0JgS45GsWjuUtVZU,23,[],Joy Ride,5ERrjtqzXHfl9FNnS0FwMT,Joy Ride,315UvSIKg7MPLTx2iQBRUg,23,0.575,0.844,4,-11.696,0,0.0638,0.00101,0.333,0.158,0.576,131.975,189090,4,Indie Rising
Crystale,1HcSmqt6NctXFBOrz5JjxG,26,[],Spanish Guitar,0x7720jZOkC4L46xVUK2bL,Spanish Guitar,6NowoFwddJSRr2qBWxG1Lx,19,0.871,0.521,7,-7.382,1,0.0459,0.16,0.00048,0.0897,0.387,109.995,189818,4,Indie Rising
Oghamyst,2XAUEzj8PjNIJFRlL4UR12,34,[],You (US Version),5J1II6W99Dp5WKULZUDXIh,You - US Version,7aUglPpPmftpfH7GOOj3Cv,16,0.349,0.665,3,-8.034,1,0.036,0.252,0,0.173,0.445,124.898,155562,4,Indie Rising
Wax Bandit,3CeSfKv1JUlMwHaKRRpwe6,11,[],Eyes on the Inside,5A9ZwXrAiCZvptbmQMElwH,"Struggle On, Struggler",4B56lklqLdhOUMUip0LB0a,17,0.622,0.558,9,-15.363,0,0.0608,0.441,0.829,0.798,0.451,93.021,252903,4,Indie Rising
ANNAPHORA,04vk2tmtBD395XCqfZJYRX,24,[],Životy,0xFWVHVuwnvPmOcqVZmAMh,Tak jsme tu zas,2Qe972DeTyOIZZSHssBKPL,14,0.792,0.774,0,-9.598,1,0.0334,0.0212,0.0111,0.0768,0.603,123.048,169756,4,Indie Rising
SovRin,6khpGiC5XsCzBLzEtKNZOz,27,[],Masquerade,2LUdkXbsxsMIx1NmdYVSuk,Masquerade,62WjoyqoRsZUQ93eUm3mrk,23,0.361,0.772,1,-9.07,1,0.122,0.000213,0.807,0.38,0.163,75.053,141201,4,Indie Rising
Mercury Teardrop,3TFtEAflkXJNfG0i30inxr,28,[],Nemesis,6gj6llHhWSIgUVLGo2YTHM,Nemesis,0lJmpDo1JNiKKm2BUcK8sU,22,0.629,0.869,5,-7.074,0,0.0396,0.0022,0.895,0.122,0.821,120.029,267874,4,Indie Rising
lofthouse leo,1rpet0LMvxIvChVSUpmuXV,28,[],For James Dean,1D1XRShsujHxBd8CMh0DEk,For James Dean,68LolzHEq6lA0H7D44oX4I,14,0.701,0.648,0,-8.044,1,0.0352,0.0166,0.0849,0.0761,0.708,130.008,245891,4,Indie Rising
Crettus Caine,5JBGJnhfh7agbtxDNEKCO1,7,[],The Rickening,6b0aoFGWX652qeIQRf56t2,The Rickening,6bnINGEwWM2Ig5aM62IpPS,15,0.592,0.759,0,-7.496,1,0.0549,0.0178,0.306,0.114,0.353,89.996,258493,4,Indie Rising
Marako Marcus,0coakewjAlaTkKsC602rY5,21,[],Dreaming Lucidity at Thirty Nine Seconds,0KJs7mUHQB6mCWd3HnATt1,Dreaming Lucidity at Thirty Nine Seconds,7840C6A52HVieWHPDt9v2N,16,0.321,0.131,7,-15.124,1,0.0327,0.934,0.926,0.135,0.0619,75.99,108980,4,Indie Rising
Geert Bekaert,0Cj7RbjEV5zIgJX0lNmnwd,17,[],Sweet Thing,2ag7gFqrIg7og65GDRt8Gs,Sweet Thing,3RNyYuJLL7Ysi74wbxAwGs,16,0.498,0.797,0,-8.608,1,0.0323,0.0586,0.527,0.0995,0.255,90.01,198667,4,Indie Rising
Payasodeyapa,793KVwVCOHUuPE3wjkQLhW,19,[],Un infinito en el éter,16hwH1elS1S3jkbxGuGoX5,Piel al revés,2hw2eCy2t335OZfCQInMnI,0,0.201,0.897,10,-5.585,1,0.168,0.000429,0.00227,0.193,0.244,96.283,351500,4,Indie Rising
Silverbird,035EbN0ZDZgyxcR2nzZUvW,12,[],Open The Door,5UNLAuQ47JNZZkuA6DRNYS,Open The Door,5qr22MeX8dHZ32E96Smt3E,18,0.53,0.743,2,-7.391,1,0.0339,0.00202,0.00435,0.261,0.315,132.108,323048,4,Indie Rising
War of soul,4FRN4Oa6p8LnrpqoaOILJ2,27,[],Bloody Rain,0dn8CyeL8LNC2mAn3uBg04,Bloody Rain,2U7xSVgd1AWHUPXT4Onz1J,35,0.47,0.671,8,-7.016,0,0.0306,0.44,0.939,0.317,0.155,124.964,139380,4,Indie Rising
Hans Helwinden,5VQFVZyIZrABttPP7pxt2j,15,[],nya.poka tribute to Rina Palenkova,3wNOFxTts2O0dT7jN3UcNs,nya.poka tribute to Rina Palenkova,4wMTOB5e8DMMmLHbYNK2Mf,16,0.0947,0.624,5,-8.315,0,0.0392,0.351,0.892,0.115,0.207,87.642,312161,4,Indie Rising
Holy Coves,2qKJ454pW3Pg3Cfswazpca,23,[],Druids and Bards,66kpC9hnh2qTIQ5zbfkags,The Hurt Within,3WIMLP8pkDi2ghpY3KMjae,23,0.295,0.812,9,-6.349,1,0.0545,0.0128,0.899,0.105,0.566,122.01,243720,4,Indie Rising
Enimatik,11kdZ8hph6flJAGHfXaXdn,18,[],Hard,55BVBmWGNeZVH6O4cPlIeU,Hard,2W8k9qtywGcK2Qau2b2hTm,16,0.554,0.96,7,-5.392,1,0.126,0.000167,0.0369,0.0641,0.562,120.034,252410,4,Indie Rising
The Redlines,7sdHvD664V0MGsfGcwnGVg,9,[],Kick Out Today,1KQsqBofgZe56ksgKPxBQH,Runnin' with the Pack,1U8ChxBl30guKSLL2v98zr,19,0.442,0.945,0,-5.007,1,0.0999,0.00535,5.00E-06,0.232,0.622,150.171,192386,4,Indie Rising
Roderiko Pop,2l2ji2t6bt74IRnrs05eDW,32,[],Object Focused Happiness (MJTJ Remix),3isvZ7gH1DprILuoGUOc5h,Object Focused Happiness - MJTJ Remix,47dBJuNCNr7tgeLbG5uLiF,26,0.772,0.805,9,-6.526,0,0.156,0.23,0.00266,0.448,0.74,119.966,221000,4,Indie Rising
Deep Sky Musics,281KlibREsrRvZjXDm6BAD,25,[],Higher,2ygorP3uvMum2HWVxecWe8,Higher,27zgr9SWrU35qlcfGXitBY,30,0.553,0.72,5,-11.776,1,0.0639,0.0362,0.0316,0.0785,0.264,135.014,284735,4,Indie Rising
The JMC,3h2V8ihzcPvM91ZAr7JibH,30,[],I'll Write Your Constellation,3jsbwFXUY5bQ6pLnO4bG5s,I'll Write Your Constellation,126mLC9wFwxS541dfKiEX3,34,0.581,0.607,9,-8.823,1,0.0273,0.00105,0.0676,0.0819,0.309,111.976,245250,4,Indie Rising
Pablo Mercedes,6lYfGVFFXkVTmnZRLsldvt,19,[],Sickening,7El1w3j9ZyDiFRMMIXpXV7,"The Killing of Georgie, Pts. 1 & 2",0mtEZbVbENTsAzdSZfaMqE,15,0.276,0.617,11,-10.258,1,0.0409,0.229,2.87E-05,0.0943,0.303,98.188,381084,4,Indie Rising
CHVRLI BLVCK,4U70ZprX7NPu3H7IA5NxsY,31,[],Keep Smiling (and nobody will notice),3jyuUo30lgUs7XVjVvBaaZ,Keep Smiling (and nobody will notice),45ERVeYdkrYpY4BpmfFZF8,31,0.606,0.765,9,-4.145,1,0.0309,0.0183,0.000143,0.052,0.378,95.01,263172,4,Indie Rising
Kele Fleming,4AP9WeWCKUCRRqDn6mmKkE,20,[],Carrier Hotel (2023 Remaster),3aJSDqyPC39Qd5RTjVf0XF,Carrier Hotel - 2023 Remaster,3KoUZSYWsXkUv4rdIomLy0,22,0.398,0.785,9,-6.58,0,0.0798,0.595,0.00062,0.25,0.506,155.807,185153,4,Indie Rising
Silfredim,6Xtosjg7neuDwse58cH35k,39,[],Prospects Of Harmony,65FeZJn1cLXZQYX23VWR1g,Prospects Of Harmony,0pA4iIU11kKRZDsR0Rtr8J,30,0.603,0.299,0,-12.346,1,0.0308,0.926,0.213,0.103,0.219,133.35,254000,4,Indie Rising
Non Stop Erotic Cabaret,1lFNj4mPRmKZsCjm2RswDT,24,[],dOUBLE sIX (rOLL tHE dICE),0YZD0LhJZCkt6mUMVlt82p,dOUBLE sIX (rOLL tHE dICE),3pgFzkCokICQsiSYB4X0bZ,0,0.695,0.924,9,-2.459,0,0.0364,0.0728,0.51,0.0595,0.867,130.04,255701,4,Indie Rising
Cat Clyde,7oRT0oC3vhUGQJCL6CYYzk,47,"[canadian folk, canadian singer-songwriter, deep new americana, new americana]",Down Rounder,2oxTJw5q7KQZYxXipOCoa8,Everywhere I Go,2JHFr3SVvWSGoFKg3kvTgw,40,0.635,0.641,10,-9.861,1,0.0736,0.726,2.45E-05,0.115,0.422,82.51,139333,4,Roots Rising
Joy Oladokun,7rrTqtOUOwva4sgTx9C9F9,63,"[black americana, indie folk, la pop, neo mellow]",Changes,2Q8EuF1l9sDpbVAmRRiW7e,Changes,11pocbaq7T3ouJd4oa64Xn,55,0.565,0.402,0,-9.982,1,0.0341,0.517,8.43E-06,0.115,0.538,164.03,189723,4,Roots Rising
Richy Mitch & The Coal Miners,4qU7IJSReZnsLy5907Mtau,67,[indie folk],RMCM,2weOG4ZiOjfxiuFMsHm9JQ,Evergreen,6me7F0aaZjwDo6RJ5MrfBD,75,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,87000,3,Roots Rising
Wyatt Flores,46lEQmDJLJeyltECJYJv1Y,58,[],Please Don't Go,4K2htiCgz7DrhLOWepp3ru,Please Don't Go,6DHPLbudo5JXNdUlG7zDcC,67,0.683,0.554,6,-7.487,0,0.05,0.379,0.00011,0.0845,0.452,85.455,181499,4,Roots Rising
